130104 17    5505 15658 24110 31171 36960 41577 45198 48065 50226 51879 53080 54078 54738 55267 55676 56039 56379
131104 17    5506 15659 24111 31172 36961 41578 45199 48066 50227 51880 53081 54079 54739 55268 55677 56040 56380
132104 13    5507 15660 24112 31173 36962 41579 45200 48067 50228 51881 53082 54080 54740
133104 10    5508 15661 24113 31174 36963 41580 45201 48068 50229 51882
134104  9    5509 15662 24114 31175 36964 41581 45202 48069 50230
135104  7    5510 15663 24115 31176 36965 41582 45203
136104  6    5511 15664 24116 31177 36966 41583
137104  5    5512 15665 24117 31178 36967
138104  5    5513 15666 24118 31179 36968
139104  4    5514 15667 24119 31180
140104  3    5515 15668 24120
141104  3    5516 15669 24121
142104  2    5517 15670
143104  1    5518
146104  1    5519
148104  1    5520
149104  1    5521
150104  1    5522
151104  1    5523
152104  2    5524 15671
153104  3    5525 15672 24122
154104  5    5526 15673 24123 31181 36969
155104  6    5527 15674 24124 31182 36970 41584
156104 14    5528 15675 24125 31183 36971 41585 45204 48070 50231 51883 53083 54081 54741 55269
157104  5    5529 15676 24126 31184 36972
158104  2    5530 15677
159104  2    5531 15678
160104  2    5532 15679
161104  2    5533 15680
162104  1    5534
 13105  1    5535
 18105  1    5536
 19105  1    5537
 26105  1    5538
 27105  1    5539
 28105  2    5540 15681
 29105  5    5541 15682 24127 31185 36973
 30105  5    5542 15683 24128 31186 36974
 31105  5    5543 15684 24129 31187 36975
 32105  2    5544 15685
 33105  2    5545 15686
 34105  2    5546 15687
 35105  2    5547 15688
 36105  2    5548 15689
 37105  2    5549 15690
 38105  3    5550 15691 24130
 39105  3    5551 15692 24131
 40105  4    5552 15693 24132 31188
 41105  5    5553 15694 24133 31189 36976
 42105  5    5554 15695 24134 31190 36977
 43105  5    5555 15696 24135 31191 36978
 44105  5    5556 15697 24136 31192 36979
 45105  5    5557 15698 24137 31193 36980
 46105  4    5558 15699 24138 31194
 47105  3    5559 15700 24139
 48105  3    5560 15701 24140
 49105  3    5561 15702 24141
 50105  3    5562 15703 24142
 51105  3    5563 15704 24143
 52105  3    5564 15705 24144
 53105  3    5565 15706 24145
 54105  3    5566 15707 24146
 55105  3    5567 15708 24147
 56105  3    5568 15709 24148
 57105  4    5569 15710 24149 31195
 58105  5    5570 15711 24150 31196 36981
 59105  5    5571 15712 24151 31197 36982
 60105  4    5572 15713 24152 31198
 61105  4    5573 15714 24153 31199
 62105  4    5574 15715 24154 31200
 63105  4    5575 15716 24155 31201
 64105  6    5576 15717 24156 31202 36983 41586
 65105  6    5577 15718 24157 31203 36984 41587
 66105  4    5578 15719 24158 31204
 67105  3    5579 15720 24159
 68105  3    5580 15721 24160
 69105  4    5581 15722 24161 31205
 70105  9    5582 15723 24162 31206 36985 41588 45205 48071 50232
 71105  8    5583 15724 24163 31207 36986 41589 45206 48072
 72105  7    5584 15725 24164 31208 36987 41590 45207
 73105  7    5585 15726 24165 31209 36988 41591 45208
 74105  5    5586 15727 24166 31210 36989
 75105  5    5587 15728 24167 31211 36990
 76105  5    5588 15729 24168 31212 36991
 77105  5    5589 15730 24169 31213 36992
 78105  5    5590 15731 24170 31214 36993
 79105  5    5591 15732 24171 31215 36994
 80105  5    5592 15733 24172 31216 36995
 81105  5    5593 15734 24173 31217 36996
 82105  7    5594 15735 24174 31218 36997 41592 45209
 83105  8    5595 15736 24175 31219 36998 41593 45210 48073
 84105  8    5596 15737 24176 31220 36999 41594 45211 48074
 85105  7    5597 15738 24177 31221 37000 41595 45212
 86105  5    5598 15739 24178 31222 37001
 87105  5    5599 15740 24179 31223 37002
 88105  6    5600 15741 24180 31224 37003 41596
 89105  6    5601 15742 24181 31225 37004 41597
 90105  7    5602 15743 24182 31226 37005 41598 45213
 91105  9    5603 15744 24183 31227 37006 41599 45214 48075 50233
 92105 10    5604 15745 24184 31228 37007 41600 45215 48076 50234 51884
 93105  9    5605 15746 24185 31229 37008 41601 45216 48077 50235
 94105  9    5606 15747 24186 31230 37009 41602 45217 48078 50236
 95105  8    5607 15748 24187 31231 37010 41603 45218 48079
 96105  8    5608 15749 24188 31232 37011 41604 45219 48080
 97105  9    5609 15750 24189 31233 37012 41605 45220 48081 50237
 98105  9    5610 15751 24190 31234 37013 41606 45221 48082 50238
 99105  9    5611 15752 24191 31235 37014 41607 45222 48083 50239
100105  9    5612 15753 24192 31236 37015 41608 45223 48084 50240
101105  8    5613 15754 24193 31237 37016 41609 45224 48085
102105  8    5614 15755 24194 31238 37017 41610 45225 48086
103105  7    5615 15756 24195 31239 37018 41611 45226
104105  7    5616 15757 24196 31240 37019 41612 45227
105105  7    5617 15758 24197 31241 37020 41613 45228
106105  8    5618 15759 24198 31242 37021 41614 45229 48087
107105  8    5619 15760 24199 31243 37022 41615 45230 48088
108105  8    5620 15761 24200 31244 37023 41616 45231 48089
109105  8    5621 15762 24201 31245 37024 41617 45232 48090
110105  8    5622 15763 24202 31246 37025 41618 45233 48091
111105  8    5623 15764 24203 31247 37026 41619 45234 48092
112105  9    5624 15765 24204 31248 37027 41620 45235 48093 50241
113105  9    5625 15766 24205 31249 37028 41621 45236 48094 50242
114105  9    5626 15767 24206 31250 37029 41622 45237 48095 50243
115105  8    5627 15768 24207 31251 37030 41623 45238 48096
116105  8    5628 15769 24208 31252 37031 41624 45239 48097
117105  8    5629 15770 24209 31253 37032 41625 45240 48098
118105  8    5630 15771 24210 31254 37033 41626 45241 48099
119105  8    5631 15772 24211 31255 37034 41627 45242 48100
120105  8    5632 15773 24212 31256 37035 41628 45243 48101
121105  8    5633 15774 24213 31257 37036 41629 45244 48102
122105  8    5634 15775 24214 31258 37037 41630 45245 48103
123105  8    5635 15776 24215 31259 37038 41631 45246 48104
124105  8    5636 15777 24216 31260 37039 41632 45247 48105
125105  9    5637 15778 24217 31261 37040 41633 45248 48106 50244
126105 10    5638 15779 24218 31262 37041 41634 45249 48107 50245 51885
127105 13    5639 15780 24219 31263 37042 41635 45250 48108 50246 51886 53084 54082 54742
128105 17    5640 15781 24220 31264 37043 41636 45251 48109 50247 51887 53085 54083 54743 55270 55678 56041 56381
129105 17    5641 15782 24221 31265 37044 41637 45252 48110 50248 51888 53086 54084 54744 55271 55679 56042 56382
130105 17    5642 15783 24222 31266 37045 41638 45253 48111 50249 51889 53087 54085 54745 55272 55680 56043 56383
131105 17    5643 15784 24223 31267 37046 41639 45254 48112 50250 51890 53088 54086 54746 55273 55681 56044 56384
132105 13    5644 15785 24224 31268 37047 41640 45255 48113 50251 51891 53089 54087 54747
133105 10    5645 15786 24225 31269 37048 41641 45256 48114 50252 51892
134105  9    5646 15787 24226 31270 37049 41642 45257 48115 50253
135105  7    5647 15788 24227 31271 37050 41643 45258
136105  6    5648 15789 24228 31272 37051 41644
137105  6    5649 15790 24229 31273 37052 41645
138105  5    5650 15791 24230 31274 37053
139105  4    5651 15792 24231 31275
140105  3    5652 15793 24232
141105  3    5653 15794 24233
142105  3    5654 15795 24234
143105  2    5655 15796
146105  1    5656
149105  1    5657
150105  1    5658
151105  1    5659
152105  2    5660 15797
153105  2    5661 15798
154105  3    5662 15799 24235
155105  6    5663 15800 24236 31276 37054 41646
156105 14    5664 15801 24237 31277 37055 41647 45259 48116 50254 51893 53090 54088 54748 55274
157105  6    5665 15802 24238 31278 37056 41648
158105  3    5666 15803 24239
159105  3    5667 15804 24240
160105  2    5668 15805
161105  1    5669
162105  1    5670
  2106  3    5671 15806 24241
  3106  3    5672 15807 24242
  4106  3    5673 15808 24243
  5106  3    5674 15809 24244
  6106  2    5675 15810
  7106  1    5676
  8106  2    5677 15811
  9106  2    5678 15812
 10106  2    5679 15813
 11106  1    5680
 12106  1    5681
 13106  1    5682
 14106  1    5683
 15106  2    5684 15814
 16106  4    5685 15815 24245 31279
 17106  4    5686 15816 24246 31280
 18106  2    5687 15817
 19106  1    5688
 20106  2    5689 15818
 21106  1    5690
 22106  1    5691
 23106  1    5692
 24106  1    5693
 25106  1    5694
 26106  1    5695
 27106  2    5696 15819
 28106  3    5697 15820 24247
 29106  5    5698 15821 24248 31281 37057
 30106  5    5699 15822 24249 31282 37058
 31106  5    5700 15823 24250 31283 37059
 32106  6    5701 15824 24251 31284 37060 41649
 33106  3    5702 15825 24252
 34106  2    5703 15826
 35106  2    5704 15827
 36106  3    5705 15828 24253
 37106  2    5706 15829
 38106  3    5707 15830 24254
 39106  3    5708 15831 24255
 40106  4    5709 15832 24256 31285
 41106  5    5710 15833 24257 31286 37061
 42106  5    5711 15834 24258 31287 37062
 43106  5    5712 15835 24259 31288 37063
 44106  5    5713 15836 24260 31289 37064
 45106  5    5714 15837 24261 31290 37065
 46106  4    5715 15838 24262 31291
 47106  4    5716 15839 24263 31292
 48106  3    5717 15840 24264
 49106  3    5718 15841 24265
 50106  3    5719 15842 24266
 51106  4    5720 15843 24267 31293
 52106  4    5721 15844 24268 31294
 53106  4    5722 15845 24269 31295
 54106  3    5723 15846 24270
 55106  3    5724 15847 24271
 56106  4    5725 15848 24272 31296
 57106  6    5726 15849 24273 31297 37066 41650
 58106  6    5727 15850 24274 31298 37067 41651
 59106  5    5728 15851 24275 31299 37068
 60106  4    5729 15852 24276 31300
 61106  4    5730 15853 24277 31301
 62106  4    5731 15854 24278 31302
 63106  5    5732 15855 24279 31303 37069
 64106  7    5733 15856 24280 31304 37070 41652 45260
 65106  8    5734 15857 24281 31305 37071 41653 45261 48117
 66106  8    5735 15858 24282 31306 37072 41654 45262 48118
 67106  8    5736 15859 24283 31307 37073 41655 45263 48119
 68106  9    5737 15860 24284 31308 37074 41656 45264 48120 50255
 69106  9    5738 15861 24285 31309 37075 41657 45265 48121 50256
 70106  9    5739 15862 24286 31310 37076 41658 45266 48122 50257
 71106  6    5740 15863 24287 31311 37077 41659
 72106  5    5741 15864 24288 31312 37078
 73106  8    5742 15865 24289 31313 37079 41660 45267 48123
 74106  6    5743 15866 24290 31314 37080 41661
 75106  5    5744 15867 24291 31315 37081
 76106  5    5745 15868 24292 31316 37082
 77106  4    5746 15869 24293 31317
 78106  5    5747 15870 24294 31318 37083
 79106  5    5748 15871 24295 31319 37084
 80106  5    5749 15872 24296 31320 37085
 81106  6    5750 15873 24297 31321 37086 41662
 82106  8    5751 15874 24298 31322 37087 41663 45268 48124
 83106  8    5752 15875 24299 31323 37088 41664 45269 48125
 84106  8    5753 15876 24300 31324 37089 41665 45270 48126
 85106  7    5754 15877 24301 31325 37090 41666 45271
 86106  6    5755 15878 24302 31326 37091 41667
 87106  6    5756 15879 24303 31327 37092 41668
 88106  6    5757 15880 24304 31328 37093 41669
 89106  7    5758 15881 24305 31329 37094 41670 45272
 90106  7    5759 15882 24306 31330 37095 41671 45273
 91106  9    5760 15883 24307 31331 37096 41672 45274 48127 50258
 92106 11    5761 15884 24308 31332 37097 41673 45275 48128 50259 51894 53091
 93106 12    5762 15885 24309 31333 37098 41674 45276 48129 50260 51895 53092 54089
 94106 12    5763 15886 24310 31334 37099 41675 45277 48130 50261 51896 53093 54090
 95106 12    5764 15887 24311 31335 37100 41676 45278 48131 50262 51897 53094 54091
 96106 12    5765 15888 24312 31336 37101 41677 45279 48132 50263 51898 53095 54092
 97106 12    5766 15889 24313 31337 37102 41678 45280 48133 50264 51899 53096 54093
 98106 12    5767 15890 24314 31338 37103 41679 45281 48134 50265 51900 53097 54094
 99106 12    5768 15891 24315 31339 37104 41680 45282 48135 50266 51901 53098 54095
100106  9    5769 15892 24316 31340 37105 41681 45283 48136 50267
101106  9    5770 15893 24317 31341 37106 41682 45284 48137 50268
102106  9    5771 15894 24318 31342 37107 41683 45285 48138 50269
103106  9    5772 15895 24319 31343 37108 41684 45286 48139 50270
104106  9    5773 15896 24320 31344 37109 41685 45287 48140 50271
105106  9    5774 15897 24321 31345 37110 41686 45288 48141 50272
106106  9    5775 15898 24322 31346 37111 41687 45289 48142 50273
107106  9    5776 15899 24323 31347 37112 41688 45290 48143 50274
108106  9    5777 15900 24324 31348 37113 41689 45291 48144 50275
109106  9    5778 15901 24325 31349 37114 41690 45292 48145 50276
110106  9    5779 15902 24326 31350 37115 41691 45293 48146 50277
111106  9    5780 15903 24327 31351 37116 41692 45294 48147 50278
112106  9    5781 15904 24328 31352 37117 41693 45295 48148 50279
113106  9    5782 15905 24329 31353 37118 41694 45296 48149 50280
114106  9    5783 15906 24330 31354 37119 41695 45297 48150 50281
115106  8    5784 15907 24331 31355 37120 41696 45298 48151
116106  8    5785 15908 24332 31356 37121 41697 45299 48152
117106  8    5786 15909 24333 31357 37122 41698 45300 48153
118106  8    5787 15910 24334 31358 37123 41699 45301 48154
119106  8    5788 15911 24335 31359 37124 41700 45302 48155
120106  8    5789 15912 24336 31360 37125 41701 45303 48156
121106  8    5790 15913 24337 31361 37126 41702 45304 48157
122106  8    5791 15914 24338 31362 37127 41703 45305 48158
123106  8    5792 15915 24339 31363 37128 41704 45306 48159
124106  9    5793 15916 24340 31364 37129 41705 45307 48160 50282
125106  9    5794 15917 24341 31365 37130 41706 45308 48161 50283
126106 13    5795 15918 24342 31366 37131 41707 45309 48162 50284 51902 53099 54096 54749
127106 13    5796 15919 24343 31367 37132 41708 45310 48163 50285 51903 53100 54097 54750
128106 17    5797 15920 24344 31368 37133 41709 45311 48164 50286 51904 53101 54098 54751 55275 55682 56045 56385
129106 17    5798 15921 24345 31369 37134 41710 45312 48165 50287 51905 53102 54099 54752 55276 55683 56046 56386
130106 17    5799 15922 24346 31370 37135 41711 45313 48166 50288 51906 53103 54100 54753 55277 55684 56047 56387
131106 17    5800 15923 24347 31371 37136 41712 45314 48167 50289 51907 53104 54101 54754 55278 55685 56048 56388
132106 11    5801 15924 24348 31372 37137 41713 45315 48168 50290 51908 53105
133106  9    5802 15925 24349 31373 37138 41714 45316 48169 50291
134106  9    5803 15926 24350 31374 37139 41715 45317 48170 50292
135106  7    5804 15927 24351 31375 37140 41716 45318
136106  7    5805 15928 24352 31376 37141 41717 45319
137106  6    5806 15929 24353 31377 37142 41718
138106  5    5807 15930 24354 31378 37143
139106  4    5808 15931 24355 31379
140106  4    5809 15932 24356 31380
141106  3    5810 15933 24357
142106  3    5811 15934 24358
143106  2    5812 15935
144106  1    5813
145106  1    5814
146106  1    5815
150106  1    5816
151106  1    5817
152106  2    5818 15936
153106  2    5819 15937
154106  3    5820 15938 24359
155106  6    5821 15939 24360 31381 37144 41719
156106 14    5822 15940 24361 31382 37145 41720 45320 48171 50293 51909 53106 54102 54755 55279
157106  6    5823 15941 24362 31383 37146 41721
158106  4    5824 15942 24363 31384
159106  3    5825 15943 24364
160106  2    5826 15944
161106  1    5827
  4107  3    5828 15945 24365
  5107  4    5829 15946 24366 31385
  6107  4    5830 15947 24367 31386
  7107  4    5831 15948 24368 31387
  8107  4    5832 15949 24369 31388
  9107  4    5833 15950 24370 31389
 10107  4    5834 15951 24371 31390
 11107  2    5835 15952
 12107  1    5836
 13107  1    5837
 14107  2    5838 15953
 15107  4    5839 15954 24372 31391
 16107  4    5840 15955 24373 31392
 17107  4    5841 15956 24374 31393
 18107  4    5842 15957 24375 31394
 19107  2    5843 15958
 20107  2    5844 15959
 21107  2    5845 15960
